Date,Symbol,Prev Close,Open,High,Low,Last Price,Close,Average Price,volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,MACD,Signal_Line,histogram,up,down,RSI,SMA5,SMA10,SMA20,EMA,#NAME?,#NAME?,ADX14
01-04-2019,INFY,743.85,742,760,742,753.75,755.1,754.32,6584982,4967199560,149150,3788889,57.54,0,0,0,,,,,,,755.1,0,0,34.00886411
02-04-2019,INFY,755.1,759,765.8,754.6,755,759.4,760.56,7283600,5539625143,169885,4249666,58.35,0.343019943,0.068603989,0.274415954,4.3,0,,,,,755.5095238,0,5.8,34.00886411
03-04-2019,INFY,759.4,756,758.5,746.8,751.65,753.3,752.48,6897127,5189955761,200625,4213270,61.09,0.121249016,0.079132994,0.042116022,0,-6.1,,,,,755.299093,7.8,0,34.00886411
04-04-2019,INFY,753.3,751.4,753.8,745.1,748.95,747.9,748.43,7688525,5754345633,178872,5138276,66.83,-0.484654121,-0.033624429,-0.451029692,0,-5.4,,,,,754.5944174,1.7,0,34.00886411
05-04-2019,INFY,747.9,750.9,760.95,748,759.55,759.3,758.69,6276040,4761576373,148065,3851738,61.37,-0.044439723,-0.035787488,-0.008652235,11.4,0,,755,,,755.0425682,0,7.15,34.00886411
08-04-2019,INFY,759.3,763.05,770,755.4,769.15,767.25,762.8,4919911,3752910224,143815,2380635,48.39,0.935152068,0.158400423,0.776751645,7.95,0,,757.43,,,756.2051807,0,9.05,34.00886411
09-04-2019,INFY,767.25,770,773,758.2,760.8,760.6,765.16,6730692,5150087735,146107,3353329,49.82,1.161497179,0.359019775,0.802477404,0,-6.65,,757.67,,,756.6237349,0,3,34.00886411
10-04-2019,INFY,760.6,764,766.7,751.3,752.85,752.7,759.53,7031088,5340336511,134089,4201714,59.76,0.695397228,0.426295265,0.269101963,0,-7.9,,757.55,,,756.2500459,6.9,0,34.00886411
11-04-2019,INFY,752.7,751.75,751.75,740.05,743.4,742.7,744.27,8200995,6103734443,158348,5047043,61.54,-0.47542635,0.245950942,-0.721377292,0,-10,,756.51,,,754.9595653,11.25,0,34.00886411
12-04-2019,INFY,742.7,743.1,751.55,740.6,748,747.75,746.82,7043212,5260021361,165165,2587611,36.74,-0.984471302,-0.000133507,-0.984337795,5.05,0,,754.2,754.6,,754.2729401,0,0,34.00886411
15-04-2019,INFY,747.75,724.7,731.35,712.6,728.2,727.5,724.58,31574803,22878628207,566543,16753549,53.06,-2.987461265,-0.597599058,-2.389862207,0,-20.25,,746.25,751.84,,751.7231363,28,0,34.00886411
16-04-2019,INFY,727.5,727.9,727.9,714.1,724,724.1,722.4,12524411,9047646706,343101,7260034,57.97,-4.793935323,-1.436866311,-3.357069012,0,-3.4,,738.95,748.31,,749.0923614,0,0,34.00886411
18-04-2019,INFY,724.1,722.5,722.5,712.75,715.7,717.05,716.8,13801105,9892653589,302789,8498108,61.58,-6.717025423,-2.492898134,-4.224127289,0,-7.05,,731.82,744.685,,746.0407079,1.35,0,34.00886411
22-04-2019,INFY,717.05,717.05,725.75,715,721.3,721.05,721.04,6455426,4654646597,115955,3535056,54.76,-7.828084327,-3.559935372,-4.268148955,4,0,,727.49,742,,743.6606405,0,3.25,34.00886411
23-04-2019,INFY,721.05,723.9,730,718.4,725.8,728.2,726.32,5516668,4006855184,130836,2893716,52.45,-8.038992765,-4.455746851,-3.583245914,7.15,0,37.38273921,723.58,738.89,,742.1881985,0,4.25,34.00886411
24-04-2019,INFY,728.2,728.2,737.9,724,735,736.45,733.43,8285120,6076539568,174385,4993503,60.27,-7.454502307,-5.055497942,-2.399004365,8.25,0,39.62008141,725.37,735.81,,741.6417034,0,7.9,34.00886411
25-04-2019,INFY,736.45,736.45,737.65,727.05,730.05,728.55,730.72,8005235,5849611510,174336,5361863,66.98,-7.541816024,-5.552761558,-1.989054466,0,-7.9,38.98531375,726.26,732.605,,740.3948745,0,0,34.00886411
26-04-2019,INFY,728.55,731,739.8,729,738.6,738,736.11,6895168,5075636518,151426,4168443,60.45,-6.770431432,-5.796295533,-0.974135899,9.45,0,45.74742268,730.45,731.135,,740.1667912,0,2.15,34.00886411
30-04-2019,INFY,738,738,753.8,738,748.85,751.35,748.61,9920046,7426241722,165676,6888736,69.44,-5.023957106,-5.641827848,0.617870742,13.35,0,46.64131812,736.51,732,,741.2318587,0,14,34.00886411
02-05-2019,INFY,751.35,747,748.4,729.5,730.8,730.8,738.19,6351352,4688477303,115522,4071262,64.1,-5.237699931,-5.561002264,0.323302333,0,-20.55,36.08247423,737.03,730.305,742.4525,740.2383484,8.5,0,34.00886411
03-05-2019,INFY,730.8,722.9,731,718.2,723.65,723.6,725.26,6348116,4604058031,133663,3735602,58.85,-5.919832346,-5.632768281,-0.287064065,0,-7.2,35.93155894,734.46,729.915,740.8775,738.6537438,11.3,0,34.00886411
06-05-2019,INFY,723.6,715,721.8,710.65,717.15,718.4,718.07,8858265,6360864406,148896,6519864,73.6,-6.801618911,-5.866538407,-0.935080504,0,-5.2,36.68478261,732.43,729.345,738.8275,736.7248158,7.55,0,34.00886411
07-05-2019,INFY,718.4,720.4,727.9,718.7,724.4,724.55,724.51,5747536,4164126683,104342,3690425,64.21,-6.924367714,-6.078104268,-0.846263446,6.15,0,42.73709484,729.74,730.095,737.39,735.5653095,0,6.1,34.00886411
08-05-2019,INFY,724.55,721,726,716.5,718.95,719.35,721.65,6247642,4508602896,162077,3950857,63.24,-7.35644307,-6.333772029,-1.022671041,0,-5.2,38.64908074,723.34,729.925,735.9625,734.0209943,2.2,0,34.00886411
09-05-2019,INFY,719.35,719.15,730.3,715.8,722,721.05,724.48,7396525,5358635227,242225,4808832,65.01,-7.475517004,-6.562121024,-0.91339598,1.7,0,46.97325199,721.39,729.21,734.05,732.7856615,0,4.3,34.00886411
10-05-2019,INFY,721.05,720.8,726,715,716.5,716.85,717.88,8352335,5995942203,181229,5545377,66.39,-7.818660205,-6.81342886,-1.005231345,0,-4.2,46.62319516,720.04,727.25,731.53,731.2679795,0.8,0,34.00886411
13-05-2019,INFY,716.85,716.55,726.45,712.1,718,719.7,720.09,6808993,4903097929,201194,4745909,69.7,-7.771052625,-7.004953613,-0.766099012,2.85,0,51.28453708,720.3,726.365,729.485,730.1662672,2.9,0,21.37913214
14-05-2019,INFY,719.7,716.5,717.75,703.6,713.6,713.85,711.18,10513001,7476675551,252851,7129503,67.82,-8.111860902,-7.226335071,-0.885525831,0,-5.85,46.57142857,718.16,723.95,727.5425,728.612337,8.5,0,19.24104889
15-05-2019,INFY,713.85,714.9,725.2,712.6,715.35,716.1,719.58,6668929,4798849589,139499,4056532,60.83,-8.106945895,-7.402457236,-0.704488659,2.25,0,43.95604396,717.51,720.425,726.2125,727.4206858,0,7.45,17.2985501
16-05-2019,INFY,716.1,720,737,719.1,733.15,733.1,730.03,6468556,4722270061,137776,3183434,49.21,-6.654582902,-7.252882369,0.598299467,17,0,48.46118512,719.92,720.655,725.48,727.9615729,0,11.8,15.88224864
17-05-2019,INFY,733.1,733.15,735.8,720.1,724.5,723.9,725.44,8155948,5916646101,126562,4816902,59.06,-6.174759099,-7.037257715,0.862498616,0,-9.2,47.88924194,721.33,720.685,725.3,727.5747564,0,0,14.96821247
20-05-2019,INFY,723.9,719.7,726.4,706,721.3,722.4,719.31,11213708,8066098169,209544,6433842,57.37,-5.848119264,-6.799430025,0.951310761,0,-1.5,42.36790607,721.87,721.085,725.215,727.0819225,14.1,0,14.93261694
21-05-2019,INFY,722.4,722.65,722.65,707.7,709.25,709.3,712.09,8645535,6156377506,170212,5649250,65.34,-6.570573875,-6.753658795,0.18308492,0,-13.1,29.37714566,720.96,719.56,724.8275,725.388406,0,0,16.81563587
22-05-2019,INFY,709.3,710,718.25,707,709.95,709.75,712.73,5795713,4130757868,141566,3096074,53.42,-7.025823796,-6.808091795,-0.217732001,0.45,0,37.14111179,719.69,718.6,724.2625,723.899034,0.7,0,16.81508257
23-05-2019,INFY,709.75,715,716.7,697.45,703.8,701.05,708.67,7233736,5126301904,176571,3889064,53.76,-7.996451811,-7.045763798,-0.950688013,0,-8.7,36.47270546,713.28,716.6,722.905,721.7229356,9.55,0,15.79768324
24-05-2019,INFY,701.05,703.8,711.75,700.45,709,709.2,706.58,7016424,4957669574,143196,4530623,64.57,-8.015645249,-7.239740088,-0.775905161,8.15,0,44.66975666,710.34,715.835,721.5425,720.530275,0,0,14.13491031
27-05-2019,INFY,709.2,707.4,713.8,705.5,709.5,708.1,711.8,10247544,7294165659,89920,5823443,56.83,-8.027085746,-7.39720922,-0.629876526,0,-1.1,39.87692308,707.48,714.675,720.52,719.3464393,0,2.05,14.15236327
28-05-2019,INFY,708.1,712,733.45,709.8,726.25,728.1,725.58,23860490,17312718820,195730,15894106,66.61,-6.349130743,-7.187593525,0.838462782,20,0,54.55491931,711.24,716.1,720.025,720.1801118,0,19.65,13.3399615
29-05-2019,INFY,728.1,725.5,733.65,723.65,727,727.8,729.38,10293077,7507528235,121851,6211165,60.34,-4.986070489,-6.747288918,1.761218429,0,-0.3,53.56576862,714.85,717.27,718.8475,720.9058154,0,0.2,12.6793938
30-05-2019,INFY,727.8,727,737.25,722.55,732.6,733.55,733.51,15089296,11068104089,149521,10063526,66.69,-3.402635015,-6.078358137,2.675723122,5.75,0,58.67983368,721.35,717.315,718.985,722.1100235,0,3.6,12.48389011
31-05-2019,INFY,733.55,736.5,742.95,733.2,737,737.75,737.91,8290306,6117494485,138065,5107111,61.6,-1.788232463,-5.220333002,3.432100539,4.2,0,59.25166581,727.06,718.7,719.6925,723.599545,0,5.7,13.16669743
03-06-2019,INFY,737.75,729.8,750.9,729,745.15,744.65,742.27,7744761,5748728043,97774,4539082,58.61,0.047418909,-4.16678262,4.214201529,6.9,0,65.61866126,734.37,720.925,721.005,725.6043503,0,7.95,15.83504469
04-06-2019,INFY,744.65,737.25,739.45,733.15,734.9,735.3,736.49,11733702,8641713183,109238,7602995,64.8,0.739197973,-3.185586501,3.924784474,0,-9.35,59.08230842,735.81,723.525,721.5425,726.5277455,0,0,18.34547659
06-06-2019,INFY,735.3,736.5,744.65,733.65,735.5,735.6,736.86,7563925,5573564234,124258,4651412,61.49,1.296697833,-2.289129634,3.585827467,0.3,0,51.40449438,737.37,726.11,722.355,727.3917697,0,5.2,20.09448755
07-06-2019,INFY,735.6,735.85,743.95,735.85,738.5,739.1,739.65,3218358,2380445779,98025,1674267,52.02,1.997910569,-1.431721594,3.429632163,3.5,0,59.12364946,738.48,729.915,723.2575,728.5068393,0,0,21.84349852
10-06-2019,INFY,739.1,740.1,754.1,740.1,753,753.5,751.37,4435148,3332437616,124012,2155368,48.6,3.673243503,-0.410728574,4.083972077,14.4,0,66.16424116,741.63,734.345,725.09,730.8871403,0,10.15,25.84910293
11-06-2019,INFY,753.5,755,759,750.5,754,754.9,754.71,5733127,4326875501,131848,3559140,62.08,5.055646874,0.682546515,4.373100359,1.4,0,76.98224852,743.68,739.025,726.85,733.1740793,0,4.9,28.70080625
12-06-2019,INFY,754.9,756.95,756.95,745,753,753.8,750.69,8738342,6559815655,169526,5682249,65.03,5.99336294,1.7447098,4.24865314,0,-1.1,75.86611861,747.38,741.595,728.8475,735.1384527,5.5,0,31.2643318
13-06-2019,INFY,753.8,740,747.2,740,742.2,742.65,743.56,4808577,3575457338,97174,2798082,58.19,5.770281648,2.54982417,3.220457478,0,-11.15,73.74429224,748.79,743.08,730.175,735.8538382,5,0,34.69538638
14-06-2019,INFY,742.65,743.85,745.5,738.25,739.6,740.45,741.51,5556353,4120112207,105007,3805500,68.49,5.354246087,3.110708553,2.243537534,0,-2.2,69.13655848,749.06,743.77,730.5425,736.2915679,1.75,0,38.44552266
17-06-2019,INFY,740.45,743,744.5,737.8,739.05,740.55,741.8,3085588,2288895910,72650,1868593,53.99,4.975252459,3.483617334,1.491635125,0.1,0,70.11779293,746.47,744.05,731.375,736.6971328,0.45,0,41.5387416
18-06-2019,INFY,740.55,740.2,752.45,740.2,751.45,750.15,749.2,6202838,4647146093,150082,3888747,60.13,5.387434061,3.86438068,1.523053381,9.6,0,65.69395018,745.52,744.6,732.7625,737.9783583,0,7.95,44.8125904
19-06-2019,INFY,750.15,752.5,755.4,748.6,751.95,751.9,751.2,4596253,3452713824,91764,2914377,63.41,5.788574244,4.249219392,1.539354852,1.75,0,66.80613668,745.14,746.26,734.8925,739.3042289,0,2.95,48.56320464
20-06-2019,INFY,751.9,737.8,756.9,735.9,754.95,754.9,749.22,7148684,5355932052,113630,4190645,58.62,6.276207445,4.654617003,1.621590442,3,0,65.4822335,747.59,748.19,737.15,740.7895404,12.7,0,49.73857631
21-06-2019,INFY,754.9,755,755,747.15,751.75,750.2,750.28,13200318,9903909135,122666,10426131,78.98,6.211803742,4.966054351,1.245749391,0,-4.7,58.96328294,749.54,749.3,739.6075,741.6857747,0,0,49.74656622
24-06-2019,INFY,750.2,751.9,751.9,742.65,745,745.5,747.99,4758178,3559059442,70416,2725979,57.29,5.715626439,5.115968768,0.599657671,0,-4.7,50.63197026,750.53,748.5,741.4225,742.0490342,4.5,0,46.95367092
25-06-2019,INFY,745.5,744,750.9,737.3,745.45,748.1,744.67,3677911,2738811697,118947,2194892,59.68,5.469155602,5.186606135,0.282549467,2.6,0,60.5785124,750.12,747.82,743.4225,742.6253167,5.35,0,44.87148046
26-06-2019,INFY,748.1,743,751.45,738,739.4,739.2,743.56,5447130,4050265777,98489,3316971,60.89,4.5037536,5.050035628,-0.546282028,0,-8.9,52.60492041,747.58,746.36,743.9775,742.2990961,0,0.55,43.80419182
27-06-2019,INFY,739.2,742,744.7,728.15,731.7,730.55,733.31,11122346,8156165447,145135,7204390,64.77,3.006031193,4.641234741,-1.635203548,0,-8.65,44.24242424,742.71,745.15,744.115,741.1801345,9.85,0,43.58030411
28-06-2019,INFY,730.55,735.5,739.5,728.5,731.7,732,732.85,5919494,4338124834,116890,3739343,63.17,1.914014706,4.095790734,-2.181776028,1.45,0,32.46329527,739.07,744.305,744.0375,740.305836,0,0,42.04074958
01-07-2019,INFY,732,735,737.5,729.85,731.7,731.3,733.32,3224968,2364922428,101260,1828013,56.68,0.980793645,3.472791316,-2.491997671,0,-0.7,30.52805281,736.23,743.38,743.715,739.4481373,0,0,41.25058827
02-07-2019,INFY,731.3,734,741.65,730.1,739.5,740,734.99,4837606,3555605380,88954,3304104,68.3,0.932477501,2.964728553,-2.032251052,8.7,0,39.88269795,734.61,742.365,743.4825,739.5006957,0,4.15,40.10116538
03-07-2019,INFY,740,741,743.2,730,731.7,731.3,736.8,5958379,4390116575,133416,3450978,57.92,0.189979354,2.409778713,-2.219799359,0,-8.7,41.36882129,733.03,740.305,743.2825,738.719677,0,1.55,37.51278861
04-07-2019,INFY,731.3,729,736.4,728.6,732.5,733.8,733.38,3274064,2401148622,97167,1912727,58.42,-0.194484771,1.888926016,-2.083410787,2.5,0,44.9659349,733.68,738.195,743.1925,738.2511364,1.4,0,35.18868011
05-07-2019,INFY,733.8,735,736.4,713.5,718,718,723.71,4926289,3565194468,113048,2508334,50.92,-1.753885612,1.160363691,-2.914249303,0,-15.8,36.20795107,730.88,734.975,742.1375,736.3224567,15.1,0,34.06935573
08-07-2019,INFY,718,716.45,724.95,712.3,717.2,717.6,717.2,7177092,5147414056,111837,4729332,65.89,-2.98755994,0.330778965,-3.318338905,0,-0.4,27.56719504,728.14,732.185,740.3425,734.5393656,1.2,0,34.96233802
09-07-2019,INFY,717.6,718,719.85,709.05,713.8,715.5,713.79,5022638,3585086283,121716,3127520,62.27,-4.087589,-0.552894628,-3.534694372,0,-2.1,25.03429355,723.24,728.925,738.3725,732.7260927,3.25,0,36.43362662
10-07-2019,INFY,715.5,709,722.7,706.5,717.55,717.25,716.16,7573816,5424075999,130598,4573427,60.38,-4.76325178,-1.394966059,-3.368285721,1.75,0,23.72644801,720.43,726.73,736.545,731.2521791,0,2.85,38.98946646
11-07-2019,INFY,717.25,719.45,723.5,709.6,722.4,721.5,716.61,6252688,4480742890,104709,3347756,53.54,-4.899303795,-2.095833606,-2.803470189,4.25,0,29.84550562,717.97,725.825,735.4875,730.3234001,0,0.8,41.81736292
12-07-2019,INFY,721.5,722.5,730.6,719.6,730.05,726.75,724.08,7874441,5701708861,122936,4012131,50.95,-4.531261313,-2.582919147,-1.948342166,5.25,0,36.93379791,719.72,725.3,734.8025,729.9830763,0,7.1,44.2446916
15-07-2019,INFY,726.75,763,781.65,754.2,779.4,779.35,769.12,31064152,23891946222,665352,12612049,40.6,0.00474076,-2.065387166,2.070127926,52.6,0,62.83367556,732.07,730.105,736.7425,734.6846881,0,51.05,46.49531016
16-07-2019,INFY,779.35,777,787.8,776,782.9,784.85,782.56,9924322,7766341596,231682,4334802,43.68,3.997280951,-0.852853542,4.850134493,5.5,0,69.28601605,745.94,734.59,738.4775,739.4623368,0,6.15,48.41347966
17-07-2019,INFY,784.85,783.9,795,776.75,794,794.15,789.65,6754348,5333567144,159078,3125761,46.28,7.821666788,0.882050524,6.939616264,9.3,0,76.72268908,761.32,740.875,740.59,744.6706857,0,7.2,50.76085187
18-07-2019,INFY,794.15,789.05,798.5,786.2,791.75,792.7,793.85,6534471,5187412944,148380,3373686,51.63,10.61317516,2.828275451,7.784899709,0,-1.45,75.50420168,775.56,746.765,742.48,749.2449061,0,3.5,51.71963201
19-07-2019,INFY,792.7,788.7,794.5,781.25,785,785.4,786.53,6812754,5358405148,96268,4152096,60.95,12.09697032,4.682014424,7.414955896,0,-7.3,71.5366242,787.29,753.505,744.24,752.6882484,4.95,0,51.25613273
22-07-2019,INFY,785.4,785.95,792,782.05,784.1,784.4,787.13,7107151,5594276879,132725,4990428,70.22,13.0418586,6.35398326,6.68787534,0,-1,68.82951654,788.3,760.185,746.185,755.7084152,0,0,51.80612365
23-07-2019,INFY,784.4,787,804,785.55,790,790.05,795.33,10782564,8575674727,207585,6306627,58.49,14.08424277,7.900035163,6.184207607,5.65,0,75.57683936,789.34,767.64,748.2825,758.9790423,0,12,53.36582
24-07-2019,INFY,790.05,788,793.75,783.6,786.65,786.3,786.78,5745146,4520166052,236924,3675199,63.97,14.44127604,9.208283338,5.232992702,0,-3.75,72.60981912,787.77,774.545,750.6375,761.5810383,1.95,0,54.90556667
25-07-2019,INFY,786.3,788.25,800.2,787.65,792.9,794.5,793.82,9773568,7758491817,259756,6336962,64.84,15.21056106,10.40873888,4.80182218,8.2,0,85.25345622,788.13,781.845,753.835,764.7161775,0,6.45,57.1197846
26-07-2019,INFY,794.5,792.3,795,782.2,789.5,787,786.88,4941763,3888567432,201172,2730307,55.25,15.04164692,11.33532049,3.70632643,0,-7.5,80.01730104,788.45,787.87,756.585,766.8384463,5.45,0,57.35868108
29-07-2019,INFY,787,789.5,796.95,786.2,791.85,791.45,790.84,6244316,4938229661,190597,3623676,58.03,15.09287776,12.08683194,3.00604582,4.45,0,82.1958457,789.86,789.08,759.5925,769.1824038,0,1.95,57.27302411
30-07-2019,INFY,791.45,791.9,797.8,788.55,791.65,792.7,793.92,8673253,6885836889,193679,6033235,69.56,15.06073238,12.68161203,2.37912035,1.25,0,82.12005109,790.39,789.865,762.2275,771.4221749,0,0.85,58.27339683
31-07-2019,INFY,792.7,790.85,799.8,781.6,795,793.65,792.38,7350584,5824475368,209577,4494630,61.15,14.93969844,13.13322931,1.80646913,0.95,0,81.60315375,791.86,789.815,765.345,773.5391106,6.95,0,58.68508878
01-08-2019,INFY,793.65,786.45,788.4,764.4,770.25,768.85,774.33,10066407,7794755234,216329,6020077,59.8,12.69627073,13.0458376,-0.34956687,0,-24.8,65.74420344,786.73,787.43,767.0975,773.0925286,17.2,0,59.10451775
02-08-2019,INFY,768.85,765.05,779.9,762.25,774.75,775.6,770.48,10838336,8350680485,227612,6835374,63.07,11.33237415,12.70314491,-1.37077076,6.75,0,47.86568014,784.45,786.45,769.9775,773.3313354,2.15,0,56.46403587
05-08-2019,INFY,775.6,772.6,785.9,768.65,776.8,776.7,777.83,9976238,7759839281,281736,6166468,61.81,10.22239962,12.20699585,-1.98459623,1.1,0,45.11683643,781.5,785.68,772.9325,773.6521606,0,6,53.59899477
06-08-2019,INFY,776.7,778.8,783.7,769.8,775.3,774.45,776.57,9331718,7246765644,199427,6512914,69.79,9.056779697,11.57695262,-2.520172923,0,-2.25,37.10732984,777.85,784.12,775.88,773.7281453,0,0,50.20916769
07-08-2019,INFY,774.45,778.9,783.45,772.35,776.05,776.1,778.99,5130457,3996582934,157512,2955139,57.6,8.171957481,10.89595359,-2.723996109,1.65,0,39.16449086,774.34,783.1,778.8225,773.9540363,0,0,47.14416846
08-08-2019,INFY,776.1,782.7,792.75,781.25,787.1,788.75,787.81,8009009,6309550990,171889,5162652,64.46,8.394709791,10.39570483,-2.000995039,12.65,0,52.04392923,778.32,782.525,782.185,775.3631757,0,9.3,43.64710179
09-08-2019,INFY,788.75,792,796.75,784.8,790,789.85,790.13,4362520,3446958075,77391,2308520,52.92,8.561313911,10.02882665,-1.467512739,1.1,0,53.32114564,781.17,782.81,785.34,776.7428732,0,4,40.65049146
13-08-2019,INFY,789.85,784.15,786,760.15,764,764.75,772.53,7517099,5807216873,161749,4223553,56.19,6.592000171,9.341461352,-2.749461181,0,-25.1,37.53694581,778.78,780.14,784.61,775.6006948,24.65,0,39.13168677
14-08-2019,INFY,764.75,775.1,778.25,768,772.8,774.8,773.33,5940968,4594357881,154633,3539708,59.58,5.775677439,8.628304569,-2.85262713,10.05,0,44.66604824,778.85,778.35,784.1075,775.5244382,0,0,37.55733353
16-08-2019,INFY,774.8,780,780.05,762.5,775,774.55,772.37,5128088,3960775632,125413,2822446,55.04,5.05034564,7.912712784,-2.862367144,0,-0.25,40.01001502,778.54,776.44,783.1275,775.4316345,5.5,0,35.29392333
19-08-2019,INFY,774.55,775.6,783,773.35,778,777.65,779.02,3881451,3023717275,107402,1930708,49.74,4.671805392,7.264531305,-2.592725913,3.1,0,45.10214772,776.32,777.32,782.375,775.6429074,0,2.95,32.88047508
20-08-2019,INFY,777.65,785.2,798,783.85,792.5,792.75,793.28,8435344,6691567043,140808,4388051,52.02,5.526546732,6.916934391,-1.390387659,15.1,0,50.61262959,776.9,779.035,782.7425,777.2721543,0,15,28.70762312
21-08-2019,INFY,792.75,793,803.75,793,799.25,799.45,799.47,5926896,4738350175,154752,3200340,54,6.667708217,6.867089156,-0.199380939,6.7,0,53.02554908,783.84,781.31,783.495,779.3843301,0,5.75,24.14348603
22-08-2019,INFY,799.45,799.9,801.3,792.35,795.4,795.7,797,5222488,4162305017,136435,2970228,56.87,7.186650028,6.93100133,0.255648698,0,-3.75,50.89637079,788.02,783.435,783.7775,780.9382034,0.65,0,19.93500345
23-08-2019,INFY,795.7,796.45,809.95,795.8,801.25,802.2,802.51,6895015,5533306730,151009,3671650,53.25,8.029847743,7.150770613,0.87907713,6.5,0,67.36074961,793.55,786.045,784.5725,782.9631364,0,8.65,18.52085415
26-08-2019,INFY,802.2,795.9,806.8,786.9,804.3,802.55,799.09,5412074,4324723248,141654,2928888,54.12,8.626884725,7.445993435,1.18089129,0.35,0,65.03067485,798.53,787.425,784.975,784.828552,8.9,0,19.4040643
27-08-2019,INFY,802.55,791,794.95,781.1,785.5,784.65,785.23,16061642,12612131007,242098,11517935,71.71,7.568416438,7.470478036,0.097938402,0,-17.9,53.73414749,796.91,786.905,784.8575,784.8115471,5.8,0,19.35054472
28-08-2019,INFY,784.65,787.4,805,786.3,803.5,802.5,796.96,5881134,4687024731,113678,2578179,43.84,8.076814031,7.591745235,0.485068796,17.85,0,61.49119213,797.52,790.68,785.41,786.4961616,0,10.05,19.25738515
29-08-2019,INFY,802.5,795.5,809.7,795.5,808.3,806.95,805.11,7830413,6304378192,117244,4155574,53.07,8.738073524,7.821010893,0.917062631,4.45,0,62.35482579,799.77,793.895,786.1225,788.4441462,0,4.7,19.02673797
30-08-2019,INFY,806.95,810,817.35,802,814.75,814.9,809.24,8174186,6614876749,144388,5362040,65.6,9.790763172,8.214961348,1.575801824,7.95,0,60.88223055,802.31,797.93,787.185,790.9637514,0,7.65,19.64480173
03-09-2019,INFY,814.9,815,822.4,812.05,812.75,814.25,816.96,5647088,4613455970,109072,3392110,60.07,10.45209252,8.662387582,1.789704938,0,-0.65,60.19214703,804.65,801.59,789.455,793.1814893,0,5.05,19.95584871
04-09-2019,INFY,814.25,810.75,822.45,810.25,819.9,821.3,818.11,6199015,5071479097,124357,3728982,60.15,11.41350904,9.212611874,2.200897166,7.05,0,77.81603542,811.98,804.445,791.74,795.8594427,1.8,0,20.72480018
05-09-2019,INFY,821.3,830.1,837.5,826.65,835.1,834.05,833,7926895,6603073399,242554,4640725,58.54,13.05378115,9.980845729,3.072935421,12.75,0,78.39003354,818.29,807.905,794.6075,799.4966387,0,15.05,22.2072624
06-09-2019,INFY,834.05,843.3,847,835.05,840.25,840.15,840.49,6106841,5132762932,171032,3425602,56.09,14.67674326,10.92002524,3.75671802,6.1,0,79.76406534,824.93,812.35,797.8925,803.3683874,0,9.5,23.55197269
09-09-2019,INFY,840.15,836.8,840.3,827.55,830,829.1,830.92,4377870,3637654796,122479,2606258,59.53,14.89955697,11.71593158,3.18362539,0,-11.05,71.7731697,827.77,815.04,800.5425,805.8190171,7.5,0,24.62232175
11-09-2019,INFY,829.1,822.3,828.55,814.15,822.1,820.1,818.82,7981036,6535045006,162235,5625215,70.48,14.18638187,12.21002164,1.97636023,0,-9,62.20437305,828.94,816.795,802.11,807.1791107,13.4,0,25.17478264
12-09-2019,INFY,820.1,816.4,819.85,810.85,817.6,816.4,816.08,4400017,3590752490,110552,2680941,60.93,13.17080158,12.40217763,0.76862395,0,-3.7,57.77166437,827.96,819.97,803.4375,808.0572907,3.3,0,25.56029582
13-09-2019,INFY,816.4,818.1,831.05,817.5,829.8,829.3,824.18,4832021,3982478489,93586,2458599,50.88,13.25408425,12.57255895,0.6815253,12.9,0,64.21319797,827.01,822.65,806.665,810.0804058,0,11.2,26.98892414
16-09-2019,INFY,829.3,832.05,837.95,820.55,827.6,827.7,827.38,4846496,4009906892,137629,2537087,52.35,13.04065518,12.6661782,0.37447698,0,-1.6,61.2533098,824.52,824.725,809.31,811.7584624,0,6.9,27.3053725
17-09-2019,INFY,827.7,831.5,835,820.55,832.35,831.25,827.54,5540901,4585299188,135783,3521255,63.55,13.0080181,12.73454618,0.27347192,3.55,0,62.31759657,824.95,826.36,812.145,813.6147993,0,0,29.05568065
18-09-2019,INFY,831.25,829.9,832.95,824,831.45,829.85,828.68,3199389,2651273644,115862,1381310,43.17,12.7225273,12.7321424,-0.0096151,0,-1.4,72.6,826.9,827.92,814.755,815.1610089,0,0,32.32176167
19-09-2019,INFY,829.85,824.85,827,815.2,820.3,820.7,820.99,6601607,5419828833,120499,4322765,65.48,11.62395158,12.51050424,-0.88655266,0,-9.15,59.96714129,827.76,827.86,816.1525,815.6885319,8.8,0,33.50332804
20-09-2019,INFY,820.7,822.9,835,802,807.3,805,811.86,22462366,18236400807,277034,16113892,71.74,9.378355769,11.88407454,-2.505718771,0,-15.7,49.04924427,822.9,824.955,816.43,814.6705765,13.2,0,33.00631939
23-09-2019,INFY,805,806.9,806.9,741.9,765,764.35,770.66,17279260,13316370233,423674,11307357,65.44,4.269374939,10.36113462,-6.091759681,0,-40.65,31.31238447,810.23,817.375,814.8625,809.8781406,60.1,0,34.86759215
24-09-2019,INFY,764.35,765,798.65,765,794,794.05,785.94,13717998,10781580308,236139,7761626,56.58,2.587189105,8.80634552,-6.219156415,29.7,0,43.85270846,802.79,813.87,814.455,808.3706987,0,0,36.99873538
